ID,Original platform,Original name,Result,Final platform,Final name,Changed fields,Notes,Sources
2e6962b4-1c8a-48be-bbfb-2d07efbce760,LinkedIn,cap_session_id,Corrected,LinkedIn,cap_session_id,Domain; Description,Restore the documented domain so common names are not treated as generic first-party cookies. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
cda0610f-1894-4789-b246-59851cf77ae4,LinkedIn,cp_session,Corrected,Oracle,cp_session,Platform; Domain; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Oracle.,https://www.linkedin.com/legal/l/cookie-table
7984433d-d0e5-46ba-a6dd-da62892993d3,LinkedIn,cv-user-language,Corrected,CVTrust,cv-user-language,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to CVTrust. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
52c8837e-e7aa-45b3-bef1-38edd2300821,LinkedIn,dfpfpt,Corrected,Microsoft,dfpfpt,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Microsoft. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
741b19ee-e20e-4ea7-ab74-58cdfec05437,LinkedIn,edge_gateway,Corrected,LinkedIn,edge_gateway,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
d84d66af-e3c5-4f3d-aa70-78794397cf69,LinkedIn,fid,Corrected,LinkedIn,fid,Domain; Description,Restore the documented domain so common names are not treated as generic first-party cookies. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
fb62271c-7604-4361-ad69-1deb2a8b6767,LinkedIn,fptctx2,Corrected,Microsoft,fptctx2,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Microsoft. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
4f1135d5-cbef-47fa-9c3c-f5c6223f249e,LinkedIn,JSESSIONID,Corrected,LinkedIn,JSESSIONID,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
5ac403fc-d6d0-4a46-93ec-dc6402d7ce97,LinkedIn,lastactivity,Corrected,Gainsight,lastactivity,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Gainsight. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
c2f3328e-3746-426d-9035-231ebe7a90f5,LinkedIn,leadgen.api_session,Corrected,LinkedIn,leadgen.api_session,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
d193982d-861b-42dc-b1d0-632139562715,LinkedIn,li_at,Corrected,LinkedIn,li_at,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
4b10aef8-1174-494a-ba83-ab9d74436926,LinkedIn,li_bapfcc,Corrected,LinkedIn,li_bapfcc,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
504daae3-4cd5-4deb-a501-5e81d3129b11,LinkedIn,li_ce,Corrected,LinkedIn,li_ce,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
035191d4-82e7-4da9-8c72-fc873613089b,LinkedIn,li_ep_auth-cookie,Corrected,LinkedIn,li_ep_auth-cookie,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
f5e385ba-410c-49b9-aece-cb22a6ab007f,LinkedIn,li_er,Corrected,LinkedIn,li_er,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
9ea97d81-8185-4d3d-bc3b-8c9fc34a1d01,LinkedIn,li_g_recent_logout,Corrected,LinkedIn,li_g_recent_logout,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
6c462961-966f-4a30-baed-b49013226b79,LinkedIn,li_g_view,Corrected,LinkedIn,li_g_view,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
c1e6040f-e4a9-4e5c-a8e7-d5ebcf7deeb4,LinkedIn,li_sdui_debug,Corrected,LinkedIn,li_sdui_debug,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
4b5bec7e-80a9-4f4f-b636-484efde30a26,LinkedIn,lihc_auth_str,Corrected,LinkedIn,lihc_auth_str,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
c2212c96-b482-4f9e-829f-02f70ac44a73,LinkedIn,login_referer,Corrected,LinkedIn,login_referer,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
98f606b3-6e13-4272-897d-8acc929bbfca,LinkedIn,logout-event,Corrected,LinkedIn,logout-event,Domain; Description,Restore the documented domain so common names are not treated as generic first-party cookies. Avoid adding undocumented state-clearing behavior.,https://www.linkedin.com/legal/l/cookie-table
21641730-52e7-47cc-99a5-fbd8a6cf321c,LinkedIn,ms_click_id,Corrected,Microsoft,ms_click_id,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Microsoft. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
35e2f3de-b14e-473a-835b-166b9fe23607,LinkedIn,new_visit,Corrected,Gainsight,new_visit,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Gainsight. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
d752f152-7119-441b-92c3-33cc244a00d3,LinkedIn,redirectedFromIOSApp,Corrected,LinkedIn,redirectedFromIOSApp,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
935bbbcd-b178-42ac-8690-4b54b2bb90bf,LinkedIn,remember_me,Corrected,Gainsight,remember_me,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Gainsight. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
5f51dcd3-b65d-41a2-ba12-f42543911b8a,LinkedIn,sdui_ver,Corrected,LinkedIn,sdui_ver,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
e6d0178a-6522-4a89-ac68-53243d936e02,LinkedIn,shareOfVoiceFeedbackDismissed,Corrected,LinkedIn,shareOfVoiceFeedbackDismissed,Domain; Description,"Restore the documented domain so common names are not treated as generic first-party cookies. Source describes interaction with feedback, not only dismissal.",https://www.linkedin.com/legal/l/cookie-table
130554e3-6bf4-49d0-ab04-4dda5af5b813,LinkedIn,shownNudgeCount,Corrected,LinkedIn,shownNudgeCount,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
9237f25d-16b8-4e79-b221-ffe0dd116fe9,LinkedIn,sj_cookiesenabled,Corrected,Skilljar,sj_cookiesenabled,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Skilljar. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
c5142fff-9de9-4779-9393-0e2c9e2cf9d9,LinkedIn,sj_csrftoken,Corrected,Skilljar,sj_csrftoken,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Skilljar. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
d3a26f8a-1ea2-4ea8-a0ab-efda815f7f8b,LinkedIn,sj_lp,Corrected,Skilljar,sj_lp,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Skilljar. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
92d8205d-f94a-43c0-9ab9-3a07790cce46,LinkedIn,sj_sessionid,Corrected,Skilljar,sj_sessionid,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Skilljar. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
0f578f15-1480-4824-99a1-30bfeabc2beb,LinkedIn,sj_ubid,Corrected,Skilljar,sj_ubid,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Skilljar. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
22bc471f-4f98-4c43-8c24-64bd2b46def4,LinkedIn,t,Corrected,Gainsight,t,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Gainsight. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
484dd2d2-4d95-4c81-a838-ff32d4c88f71,LinkedIn,timezone,Corrected,LinkedIn,timezone,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
f22eb4f4-4348-4447-8ead-c4a02de33ac0,LinkedIn,topics,Corrected,Gainsight,topics,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Gainsight. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
fafb4b29-2100-4c31-8dc4-5bbe9efbb514,LinkedIn,transaction_state,Corrected,LinkedIn,transaction_state,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
d2757e34-be33-4713-bf62-e3b89c23a988,LinkedIn,tu,Corrected,Gainsight,tu,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Gainsight. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
4895b3c9-a4e8-4163-bcc2-59688ab55de3,LinkedIn,u_tz,Corrected,LinkedIn,u_tz,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
855027fc-d180-4b86-ab59-fb5c2a1f0a8f,LinkedIn,visit,Corrected,LinkedIn,visit,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
6fbea868-0ece-4da1-94e2-957389415e00,LiteSpeed,_lscache_vary,Corrected,LiteSpeed,_lscache_vary,Description; Retention period; User Privacy & GDPR Rights Portals; Wildcard match,LiteSpeed recognizes this as a prefix and does not prescribe a universal session-only lifetime. Replace developer documentation in the privacy field with LiteSpeed's actual privacy policy.,https://docs.litespeedtech.com/lscache/devguide/advanced/ ; https://www.litespeedtech.com/company/privacy-policy
b6957baa-5e6e-42a7-8d4e-1c19e3d94d0e,Magento,accordion-,Corrected,Magento,accordion-,Description; Retention period,Adobe's cookie reference names the key and purpose but does not specify this lifetime. Do not infer precisely which tab state is stored.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
6931873e-53d2-40ae-b1d4-dd435985f361,Magento,add_to_cart,Corrected,Magento,add_to_cart,Retention period,Adobe's cookie reference names the key and purpose but does not specify this lifetime.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
de4d44e8-bc73-494f-98fb-66d82a990b62,Magento,admin,Corrected,Magento,admin,Retention period,Adobe's cookie reference names the key and purpose but does not specify this lifetime.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
70fff2a6-ffe8-4ea3-ba9d-1449cd6153d2,Magento,authentication_flag,Corrected,Magento,authentication_flag,Category; Retention period,Adobe's cookie reference names the key and purpose but does not specify this lifetime. Classify optional product-recommendation data by its personalization purpose.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
beaf2d46-7e36-40d2-9e00-37e51bb0dbe6,Magento,dataservices_cart_id,Corrected,Magento,dataservices_cart_id,Category; Retention period,Adobe's cookie reference names the key and purpose but does not specify this lifetime. Classify optional product-recommendation data by its personalization purpose.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
ebfd9137-8831-4c8e-a400-e3b614230029,Magento,dataservices_customer_group,Corrected,Magento,dataservices_customer_group,Category; Retention period,Adobe's cookie reference names the key and purpose but does not specify this lifetime. Classify optional product-recommendation data by its personalization purpose.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
544d653c-5ecf-493f-a0ef-b1d68b61fea3,Magento,dataservices_customer_id,Corrected,Magento,dataservices_customer_id,Category; Retention period,Adobe's cookie reference names the key and purpose but does not specify this lifetime. Classify optional product-recommendation data by its personalization purpose.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
dd8f7c8a-064a-4952-8ba7-893f6640651e,Magento,dataservices_product_context,Corrected,Magento,dataservices_product_context,Category; Description; Retention period,Adobe's cookie reference names the key and purpose but does not specify this lifetime. Classify optional product-recommendation data by its personalization purpose. Keep the documented product-interaction purpose without asserting a particular payload structure.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
bdfd8990-7008-4554-ab2c-c1ed902d7e43,Magento,ds-cart,Corrected,Magento,ds-cart,Category,Classify optional product-recommendation data by its personalization purpose.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
4ee2dce0-b073-494b-b495-b8db32ca4667,Magento,ds-cart-order,Corrected,Magento,ds-cart-order,Category,Classify optional product-recommendation data by its personalization purpose.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
12292c6a-559a-46b5-81f1-d17fccc6dc62,Magento,ds-logged-in,Corrected,Magento,ds-logged-in,Category,Classify optional product-recommendation data by its personalization purpose.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
0b918843-8629-47ec-93aa-a0d40b8486c7,Magento,ds-purchase-history,Corrected,Magento,ds-purchase-history,Category,Classify optional product-recommendation data by its personalization purpose.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
81356702-2c6a-4d3e-b002-8b31c8f640bd,Magento,ds-view-history-time-decay,Corrected,Magento,ds-view-history-time-decay,Category,Classify optional product-recommendation data by its personalization purpose.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
2a5d0d0e-7a8a-4d01-bfdf-bc40a4227cf0,Magento,lang,Corrected,Magento,lang,Category; Description; Retention period,Adobe's cookie reference names the key and purpose but does not specify this lifetime. Adobe documents Admin Analytics scope but does not document the inferred interface-language mechanism.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
88c99e92-c80f-4d38-bdc1-05c866a0d600,Magento,loggedOutReasonCode,Corrected,Magento,loggedOutReasonCode,Retention period,Adobe's cookie reference names the key and purpose but does not specify this lifetime.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
648672cc-8dc5-42cc-8414-62286c7ccfeb,Magento,mg,Corrected,Magento,mg,Retention period,Adobe's cookie reference names the key and purpose but does not specify this lifetime.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
85bce8cc-1b47-4400-b8b0-f6beef87b8c5,Magento,mg_dnt,Corrected,Magento,mg_dnt,Retention period,Adobe's cookie reference names the key and purpose but does not specify this lifetime.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
d0f99c93-3b21-42d1-82b4-3fb5a9f70bf9,Magento,pagebuilder_modal_dismissed,Corrected,Magento,pagebuilder_modal_dismissed,Retention period,Adobe's cookie reference names the key and purpose but does not specify this lifetime.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
d7543c49-c114-46ef-8e95-dd5c7ebbb39a,Magento,pagebuilder_template_apply_confirm,Corrected,Magento,pagebuilder_template_apply_confirm,Description; Retention period,"Adobe's cookie reference names the key and purpose but does not specify this lifetime. The documented flag tracks a dismissed confirmation, not an accepted confirmation.",https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
e897ea84-aae1-4319-b9c5-7b50a045966e,Magento,remove_from_cart,Corrected,Magento,remove_from_cart,Retention period,Adobe's cookie reference names the key and purpose but does not specify this lifetime.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
fc443af1-74ed-40e0-bf6c-9ca86c2824ef,Matomo,_pk_uid,Verified unchanged,Matomo,_pk_uid,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://matomo.org/faq/general/faq_146/
88140cff-5039-43f0-8063-07d64d7c2207,Matomo,MatomoAbTesting,Verified unchanged,Matomo,MatomoAbTesting,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://matomo.org/faq/general/faq_146/
25f2823f-21e9-45f2-8950-e78872d7916f,Microsoft,ESTSAUTH,Corrected,Microsoft,ESTSAUTH,Description,Use Microsoft Entra's documented SSO purpose.,https://learn.microsoft.com/en-us/entra/identity/authentication/concept-authentication-web-browser-cookies ; https://www.microsoft.com/en-gb/privacy/privacystatement
ab911659-be04-4d68-b08e-6a7c9e1c63d5,Microsoft,ESTSAUTHLIGHT,Corrected,Microsoft,ESTSAUTHLIGHT,Description; Retention period,Microsoft explicitly identifies client-side OIDC sign-out rather than generic sign-in state; a fixed lifetime is not documented.,https://learn.microsoft.com/en-us/entra/identity/authentication/concept-authentication-web-browser-cookies ; https://www.microsoft.com/en-gb/privacy/privacystatement
dc625b68-6c18-4267-a56b-14ef4e54ac4b,Microsoft,ESTSAUTHPERSISTENT,Corrected,Microsoft,ESTSAUTHPERSISTENT,Description,Describe persistence without inferring a specific sign-in choice.,https://learn.microsoft.com/en-us/entra/identity/authentication/concept-authentication-web-browser-cookies ; https://www.microsoft.com/en-gb/privacy/privacystatement
393c4aa7-1bf0-4110-a611-f28b7b6fe933,Microsoft,MSCC,Corrected,Microsoft,MSCC,Retention period,Microsoft's statement documents consent choices but not a one-year lifetime.,https://learn.microsoft.com/en-us/entra/identity/authentication/concept-authentication-web-browser-cookies ; https://www.microsoft.com/en-gb/privacy/privacystatement
ac43d848-4961-4cc0-87be-e000351eaaa8,Microsoft Forms,FormsWebSessionId,Corrected,Microsoft Forms,FormsWebSessionId,Domain,Restore the documented domain.,https://www.linkedin.com/legal/l/cookie-table
fe3be00b-d23b-4966-a84e-268b2dbe33f4,Moodle,MOODLEID_,Corrected,Moodle,MOODLEID1_,Cookie / Data Key name; Description; Retention period,Use the current Moodle remember-username prefix from source.,https://github.com/moodle/moodle/blob/89ae02d0007418c50f0911148137f4cb3bd67f4a/lib/classes/session/manager.php ; https://github.com/moodle/moodle/blob/89ae02d0007418c50f0911148137f4cb3bd67f4a/lib/sessionlib.php
6bc67707-cdb5-4b3e-ab32-756db8929708,Moodle,MoodleSession,Corrected,Moodle,MoodleSession,Description; Wildcard match,Moodle appends a configurable site suffix; consolidate the legacy cookie-support test under the same prefix.,https://github.com/moodle/moodle/blob/89ae02d0007418c50f0911148137f4cb3bd67f4a/lib/classes/session/manager.php ; https://github.com/moodle/moodle/blob/89ae02d0007418c50f0911148137f4cb3bd67f4a/lib/sessionlib.php ; https://github.com/moodle/moodle/blob/572729aaa5b23c087f712e4fe4c43fa5d7cc1853/lib/setup.php
b8adb02a-ced9-4588-af93-5c99e7a5cfd7,Moodle,MoodleSessionTest,Removed / consolidated,,,,"Legacy cookie-support test consolidated into the MoodleSession prefix entry, which preserves both documented purposes.",https://github.com/moodle/moodle/blob/89ae02d0007418c50f0911148137f4cb3bd67f4a/lib/classes/session/manager.php ; https://github.com/moodle/moodle/blob/89ae02d0007418c50f0911148137f4cb3bd67f4a/lib/sessionlib.php ; https://github.com/moodle/moodle/blob/572729aaa5b23c087f712e4fe4c43fa5d7cc1853/lib/setup.php
0ea0fc1b-3f41-43d5-a993-11f5a11855df,Okta,idx,Corrected,Okta,idx,Retention period,The policy and migration guide identify the cookie but do not establish a universal browser-session lifetime.,https://www.okta.com/legal/cookies-policy/ ; https://developer.okta.com/docs/guides/oie-upgrade-sessions-api/main/
f81827d4-4ef8-4812-9e7c-b06923c1b62e,Okta,JSESSIONID,Removed / consolidated,,,,Generic Java application-server session cookie already covered by the existing J2EE JSESSIONID wildcard; the added row supplied no distinct purpose.,https://www.okta.com/legal/cookies-policy/ ; https://developer.okta.com/docs/guides/oie-upgrade-sessions-api/main/
443ec383-936c-497d-9a4b-60c2cecbfd2f,Okta,sid,Corrected,Okta,sid,Retention period,The policy and migration guide identify the cookie but do not establish a universal browser-session lifetime.,https://www.okta.com/legal/cookies-policy/ ; https://developer.okta.com/docs/guides/oie-upgrade-sessions-api/main/ ; https://developer.okta.com/docs/guides/shared-sso-android-ios/ios/main/
4069fb2b-2667-4867-a49c-f834375c1975,PerimeterX,_px,Corrected,PerimeterX,_px,Domain; Description; Retention period,Consolidate overlapping HUMAN cookie names into a single family with explicit per-cookie lifetimes.,https://www.linkedin.com/legal/l/cookie-table
49a9ecdb-c16f-413a-b209-31ad772dd0ed,PerimeterX,_pxde,Removed / consolidated,,,,"Consolidated into the _px prefix entry, preserving the documented purpose and this cookie's lifetime.",https://www.linkedin.com/legal/l/cookie-table
0fc6116b-dcdf-493a-a807-101fa1452ab8,PerimeterX,_pxff_,Removed / consolidated,,,,"Consolidated into the _px prefix entry, preserving the documented purpose and this cookie's lifetime.",https://www.linkedin.com/legal/l/cookie-table
e6bebfd8-aa9c-4b39-8145-5ec588817061,PerimeterX,_pxhd,Removed / consolidated,,,,"Consolidated into the _px prefix entry, preserving the documented purpose and this cookie's lifetime.",https://www.linkedin.com/legal/l/cookie-table
f712cc35-5805-49ba-b213-54490813f4f3,PerimeterX,_pxmvid,Removed / consolidated,,,,"Consolidated into the _px prefix entry, preserving the documented purpose and this cookie's lifetime.",https://www.linkedin.com/legal/l/cookie-table
d349b738-92ea-43b9-95af-514f6fd9fa84,PerimeterX,_pxttld,Removed / consolidated,,,,"Consolidated into the _px prefix entry, preserving the documented purpose and this cookie's lifetime.",https://www.linkedin.com/legal/l/cookie-table
db1a2b44-788b-46b5-800c-0f2655e1f280,PerimeterX,_pxvid,Removed / consolidated,,,,"Consolidated into the _px prefix entry, preserving the documented purpose and this cookie's lifetime.",https://www.linkedin.com/legal/l/cookie-table
1ab13dbd-b10e-41c9-89b8-3afa9bdb5144,PerimeterX,pxcts,Corrected,PerimeterX,pxcts,Domain,Restore the documented third-party domain.,https://www.linkedin.com/legal/l/cookie-table
07d94013-55eb-4c3e-ac0f-ebfe61ea6dd3,PrestaShop,PHPSESSID,Removed / consolidated,,,,Same general-purpose PHP session cookie already present under PHP.net; no distinct behavior or domain was provided.,https://devdocs.prestashop-project.org/9/development/components/cookie/ ; https://github.com/PrestaShop/PrestaShop/blob/e5515d88ead3761a342c72bffb91446ba213ba13/classes/Cookie.php
028ec79c-d5b1-4fca-a949-cfc8a98716b5,PrestaShop,PrestaShop-,Corrected,PrestaShop,PrestaShop-,Description; Retention period,PrestaShop source specifies a default cookie lifetime of 20 days. The suffix is a generated context/domain hash rather than a literal store identifier.,https://devdocs.prestashop-project.org/9/development/components/cookie/ ; https://github.com/PrestaShop/PrestaShop/blob/e5515d88ead3761a342c72bffb91446ba213ba13/classes/Cookie.php
2d101aa2-adec-47a2-ad4f-9c8e2fef1c28,Salesforce,liveagent_chatted,Corrected,Salesforce,liveagent_chatted,Domain; Description,The source documents a shared chat purpose and ten-year lifetime on LinkedIn; individual internal roles were not sourced.,https://www.linkedin.com/legal/l/cookie-table
acfcd80c-4c09-40cf-b68b-4f98a01512bd,Salesforce,liveagent_oref,Corrected,Salesforce,liveagent_oref,Domain; Description,The source documents a shared chat purpose and ten-year lifetime on LinkedIn; individual internal roles were not sourced.,https://www.linkedin.com/legal/l/cookie-table
0b6f6209-130d-4658-a106-9b306ae83c13,Salesforce,liveagent_ptid,Corrected,Salesforce,liveagent_ptid,Domain; Description,The source documents a shared chat purpose and ten-year lifetime on LinkedIn; individual internal roles were not sourced.,https://www.linkedin.com/legal/l/cookie-table
f9e317f3-4e38-4560-aa5b-33cd248bd95f,Salesforce,liveagent_vc,Corrected,Salesforce,liveagent_vc,Domain; Description,The source documents a shared chat purpose and ten-year lifetime on LinkedIn; individual internal roles were not sourced.,https://www.linkedin.com/legal/l/cookie-table
b5b58dda-b255-43a7-852b-7f40a12d79b3,Shopify,__Host-_identity_session_same_site,Verified unchanged,Shopify,__Host-_identity_session_same_site,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://www.shopify.com/legal/cookies
d8b57bc5-8a17-4ca2-9c78-d3efd046e9f7,Shopify,__Host-_merchant_essential,Verified unchanged,Shopify,__Host-_merchant_essential,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://www.shopify.com/legal/cookies
fc05d82e-1ec0-4c0d-927c-abadf3f5a2f5,Shopify,__Host-shop_binding,Verified unchanged,Shopify,__Host-shop_binding,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://www.shopify.com/legal/cookies
e0293628-1662-405d-9b51-d39aca01807d,Shopify,_identity_session,Verified unchanged,Shopify,_identity_session,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://www.shopify.com/legal/cookies
47ad8c59-3126-476e-a139-6670469dfa85,Shopify,_master_udr,Corrected,Shopify,_master_udr,Description,Avoid describing a session-expiring cookie as permanently retained.,https://www.shopify.com/legal/cookies
cd7a37b5-b6c4-49f7-8e02-4a04e69b4ce1,Shopify,_merchant_analytics,Verified unchanged,Shopify,_merchant_analytics,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://www.shopify.com/legal/cookies
171136f1-d2a1-4716-ad71-86bb292f6b8b,Shopify,_merchant_essential,Verified unchanged,Shopify,_merchant_essential,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://www.shopify.com/legal/cookies
e544ad01-581e-4f3c-9f4a-4e70bade6299,Shopify,_secure_admin_session_id,Verified unchanged,Shopify,_secure_admin_session_id,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://www.shopify.com/legal/cookies
ee658d85-bed5-4b57-87b3-39cbf69afbf7,Shopify,_secure_admin_session_id_csrf,Verified unchanged,Shopify,_secure_admin_session_id_csrf,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://www.shopify.com/legal/cookies
f8fff8e5-a777-46ef-801f-ef0137eb9420,Shopify,_shop_app_analytics,Verified unchanged,Shopify,_shop_app_analytics,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://www.shopify.com/legal/cookies
